date;heure;GEN;LOGNES;AUT;PA15L;CERGY;NOGENT;A1;RN2;DEF;RUR-NO;PA18;OPERA;RAMBO;BOB;PA04C;RUR_S;RN6;HAUS;VITRY;RD934;BASCH;ELYS;BP_EST;TREMB
08/02/2017;15;23;18;37;17;14;15;42;24;22;9;19;33;10;13;n/d;7;27;26;21;44;34;32;25;18
08/02/2017;16;20;20;36;14;14;15;46;26;17;8;18;32;8;13;n/d;24;39;23;19;21;33;26;18;18
08/02/2017;17;18;16;35;16;16;14;44;26;19;12;19;29;8;11;17;10;47;19;21;28;35;27;23;19
08/02/2017;18;20;22;35;21;22;15;39;39;21;17;21;25;5;17;19;10;31;27;16;37;40;29;23;20
08/02/2017;19;23;21;45;25;25;19;38;37;26;21;26;29;13;18;20;10;46;29;22;53;41;30;24;26
08/02/2017;20;25;27;40;27;20;28;42;41;27;25;30;27;17;31;30;16;39;25;27;46;44;31;23;32
08/02/2017;21;31;33;42;33;29;31;46;37;32;24;39;27;19;31;26;19;33;33;28;47;45;34;35;31
08/02/2017;22;35;34;33;36;30;35;46;40;33;24;41;35;16;30;30;21;43;33;33;43;45;38;39;35
08/02/2017;23;33;34;36;34;30;40;45;42;32;26;43;36;24;33;n/d;25;43;35;33;47;45;38;43;33
08/02/2017;24;36;31;46;38;31;35;39;37;36;24;41;35;19;28;n/d;25;41;34;34;41;40;36;33;29
09/02/2017;1;29;32;n/d;24;19;29;37;38;31;23;35;31;24;26;n/d;24;32;26;29;38;38;28;31;30
09/02/2017;2;29;32;n/d;29;23;27;30;29;27;21;35;31;24;25;38;32;38;29;32;37;41;29;23;26
09/02/2017;3;33;31;31;31;23;27;34;27;28;24;31;29;15;22;35;25;40;28;22;44;32;33;25;28
09/02/2017;4;30;37;34;25;24;29;39;35;30;21;29;28;17;28;34;25;36;29;23;41;30;29;29;31
09/02/2017;5;29;41;55;31;22;34;46;34;29;20;31;29;21;26;33;22;50;26;27;46;34;32;35;35
09/02/2017;6;30;41;66;31;24;35;54;36;31;18;32;27;18;37;35;21;55;30;31;38;43;28;41;37
09/02/2017;7;33;41;62;33;26;44;69;52;32;23;35;33;22;40;40;24;54;38;43;43;53;35;47;41
09/02/2017;8;37;46;53;39;31;46;63;53;36;27;42;40;22;45;46;28;59;51;45;50;63;38;48;45
09/02/2017;9;41;50;78;41;34;47;69;70;44;25;45;44;26;45;50;38;60;55;50;46;66;44;56;49
09/02/2017;10;48;n/d;81;55;33;50;78;75;47;30;53;59;30;52;55;41;60;69;52;58;73;54;60;51
09/02/2017;11;50;n/d;87;49;39;52;80;73;49;32;56;62;32;43;57;34;73;65;51;62;66;56;66;46
09/02/2017;12;50;n/d;91;55;42;n/d;69;62;52;35;57;54;29;38;54;31;60;58;44;52;62;50;55;41
09/02/2017;13;45;33;81;43;41;n/d;75;60;50;36;46;48;36;36;40;29;44;66;39;43;61;45;51;40
09/02/2017;14;43;30;77;41;37;34;74;50;48;41;46;46;38;35;45;28;48;55;37;41;58;45;44;35
09/02/2017;15;41;27;76;43;37;34;64;51;53;31;45;47;39;33;44;24;41;44;40;46;54;50;50;33
09/02/2017;16;43;27;72;49;33;36;62;50;53;31;42;45;32;32;46;27;38;42;37;39;57;47;42;33
09/02/2017;17;44;27;69;46;39;33;66;66;63;36;45;51;34;25;n/d;31;46;44;50;40;63;51;47;29
09/02/2017;18;50;31;66;48;45;31;77;66;53;41;51;60;42;34;n/d;34;59;50;36;47;63;55;55;37
09/02/2017;19;57;41;62;50;49;36;85;73;52;41;56;59;43;31;n/d;30;60;55;36;51;62;49;53;40
09/02/2017;20;62;39;66;38;54;39;66;65;52;51;45;48;47;33;n/d;24;56;44;43;38;45;35;65;54
09/02/2017;21;65;36;58;33;55;42;72;65;47;52;45;39;50;43;n/d;30;52;47;37;39;46;36;60;66
09/02/2017;22;61;43;52;38;58;43;63;51;41;58;49;49;44;50;n/d;30;42;41;42;58;48;39;59;52
09/02/2017;23;58;50;51;37;56;44;63;54;41;52;47;41;45;38;n/d;24;37;44;38;64;50;35;58;53
09/02/2017;24;55;46;48;31;56;43;59;51;45;54;45;38;50;47;n/d;29;35;45;34;43;44;34;44;51
10/02/2017;1;56;42;38;28;51;38;52;50;48;52;43;31;42;36;n/d;28;32;36;38;32;35;33;39;43
10/02/2017;2;54;38;45;28;54;37;55;51;45;53;44;31;36;34;n/d;27;29;38;34;28;34;35;40;38
10/02/2017;3;50;32;48;32;52;36;46;35;44;49;52;33;30;32;n/d;26;33;39;33;24;35;30;38;32
10/02/2017;4;37;33;44;29;48;32;46;34;37;48;36;28;47;21;n/d;31;34;29;33;24;37;25;37;30
10/02/2017;5;27;30;54;27;44;28;57;36;26;49;29;24;46;25;n/d;27;39;28;26;31;31;21;41;28
10/02/2017;6;29;30;57;25;49;27;65;46;25;48;31;27;39;30;n/d;28;39;38;31;35;43;29;48;30
10/02/2017;7;32;32;63;35;51;31;74;51;34;48;35;n/d;33;33;n/d;32;45;33;31;42;51;30;52;31
10/02/2017;8;34;33;70;38;61;35;69;52;38;49;38;n/d;27;29;n/d;27;57;46;35;45;50;33;48;31
10/02/2017;9;43;35;71;42;59;37;70;54;46;52;43;61;31;37;n/d;32;49;47;39;52;n/d;43;52;34
10/02/2017;10;50;35;81;42;48;36;81;55;53;52;48;48;46;36;n/d;28;44;64;42;48;n/d;45;51;37
10/02/2017;11;46;32;88;47;43;36;74;57;52;47;47;48;49;38;n/d;29;49;53;45;49;n/d;48;54;34
10/02/2017;12;40;35;73;45;42;40;67;57;44;40;47;46;40;36;n/d;33;62;50;39;44;40;42;56;35
10/02/2017;13;36;35;77;39;36;37;69;50;40;43;44;48;36;37;47;30;58;53;42;47;44;46;57;36
10/02/2017;14;30;37;58;39;38;36;51;44;40;38;48;49;35;33;47;37;55;43;41;60;49;39;42;34
10/02/2017;15;39;38;44;42;44;39;53;42;43;41;44;45;35;34;44;40;56;40;38;61;40;46;37;35
10/02/2017;16;38;34;46;36;41;37;50;42;41;38;44;47;40;30;46;45;47;39;39;61;44;41;42;35
10/02/2017;17;41;34;52;40;47;33;62;47;43;44;41;37;38;38;45;33;44;38;34;55;46;42;42;41
10/02/2017;18;48;38;58;48;52;41;68;55;46;48;47;44;42;45;48;34;42;53;45;60;57;53;51;53
10/02/2017;19;56;49;67;53;57;52;68;61;58;49;56;55;44;55;57;29;43;59;44;57;68;54;50;57
10/02/2017;20;60;49;75;53;55;59;75;65;61;43;63;61;55;52;66;34;51;64;55;60;79;55;60;60
10/02/2017;21;60;49;77;59;57;60;68;72;59;48;68;65;52;59;68;39;51;61;58;n/d;71;64;72;64
10/02/2017;22;60;57;69;54;65;61;84;69;59;49;66;55;50;62;71;50;59;50;62;n/d;64;56;64;67
10/02/2017;23;61;62;71;53;66;64;84;72;55;50;64;48;52;59;70;54;61;61;44;n/d;62;57;57;66
10/02/2017;24;65;62;82;63;79;65;82;67;59;50;65;52;49;58;68;55;65;58;48;n/d;64;63;53;64
11/02/2017;1;67;55;78;67;67;60;81;67;62;55;63;55;48;62;64;47;69;65;50;n/d;63;71;54;65
11/02/2017;2;68;63;79;69;61;62;79;70;65;54;68;58;49;63;66;43;61;67;59;n/d;67;74;59;69
11/02/2017;3;68;64;76;68;67;66;77;70;65;55;67;57;46;66;71;49;58;63;64;n/d;69;68;62;73
11/02/2017;4;66;73;70;63;67;68;74;66;63;47;67;57;45;64;73;52;61;63;69;n/d;72;69;61;72
11/02/2017;5;66;71;81;67;51;69;78;66;61;46;68;50;48;64;70;58;60;60;60;n/d;66;65;58;71
11/02/2017;6;64;69;84;62;38;66;92;64;62;40;67;45;46;58;67;56;67;55;58;n/d;71;62;57;68
11/02/2017;7;63;68;67;51;38;62;79;66;56;43;58;50;51;54;59;58;72;53;46;n/d;66;57;54;68
11/02/2017;8;58;64;69;47;44;60;77;74;50;41;62;56;46;59;62;51;73;59;48;n/d;62;55;64;72
11/02/2017;9;55;66;77;50;43;68;76;70;49;43;65;80;47;60;70;50;76;63;55;n/d;75;64;72;72
11/02/2017;10;55;66;83;57;46;67;80;75;46;42;67;73;45;62;72;51;58;62;65;n/d;73;63;66;66
11/02/2017;11;59;57;77;55;52;62;76;69;49;46;66;57;37;57;69;58;60;62;57;n/d;74;62;64;61
11/02/2017;12;58;50;71;55;55;56;77;60;55;51;65;60;30;58;65;51;65;66;63;n/d;73;65;68;58
11/02/2017;13;57;51;78;59;52;52;72;67;55;52;66;58;30;52;65;42;70;61;63;n/d;72;65;58;57
11/02/2017;14;58;51;78;53;59;51;76;59;55;55;62;61;37;51;66;34;76;60;60;n/d;73;64;52;60
11/02/2017;15;60;49;76;54;68;57;73;68;57;57;61;55;36;50;61;36;66;53;51;n/d;68;64;47;74
11/02/2017;16;68;54;86;56;82;53;89;72;59;71;66;60;34;54;57;34;68;68;55;n/d;69;77;60;88
11/02/2017;17;76;62;88;67;77;56;97;82;65;70;78;66;37;73;64;39;69;69;55;n/d;79;78;72;90
11/02/2017;18;82;78;105;75;81;68;105;91;75;80;84;64;48;n/d;82;43;76;80;67;n/d;75;75;74;101
11/02/2017;19;88;94;101;83;78;87;102;99;83;71;91;73;60;96;85;47;89;82;69;n/d;85;86;85;102
11/02/2017;20;81;96;101;81;78;90;90;94;85;71;88;71;59;87;86;45;83;79;85;n/d;90;81;94;98
11/02/2017;21;76;101;107;86;75;93;88;86;86;70;80;62;61;70;79;45;77;70;84;n/d;84;69;86;87
11/02/2017;22;77;98;85;72;89;83;91;78;79;76;78;60;64;68;75;47;78;71;78;n/d;78;73;69;83
11/02/2017;23;77;84;84;62;85;70;80;86;74;84;77;62;63;63;78;46;81;64;65;n/d;86;69;102;82
11/02/2017;24;69;76;84;69;82;69;82;84;67;92;71;60;54;65;74;52;88;67;68;n/d;76;66;93;78
12/02/2017;1;65;75;82;65;84;76;74;80;66;73;68;67;59;72;67;50;89;61;66;n/d;80;58;114;77
12/02/2017;2;59;76;75;61;77;75;69;76;59;70;71;65;59;57;67;58;79;93;70;n/d;81;66;73;76
12/02/2017;3;58;77;73;67;72;73;76;65;55;65;67;76;59;60;75;58;62;64;62;n/d;71;52;68;77
12/02/2017;4;57;75;64;61;62;70;78;74;58;64;58;56;63;65;67;57;52;57;63;n/d;69;52;65;77
12/02/2017;5;60;72;66;63;52;74;76;69;58;57;63;52;60;60;77;55;46;62;66;n/d;73;53;70;69
12/02/2017;6;62;65;73;64;50;71;76;74;59;47;68;55;57;63;77;48;43;59;62;n/d;66;58;71;65
12/02/2017;7;64;59;72;54;47;71;72;81;62;40;68;53;54;67;74;42;40;61;54;n/d;63;61;61;63
12/02/2017;8;66;53;71;47;55;61;72;73;62;47;65;48;53;63;66;37;38;58;52;n/d;61;52;59;63
12/02/2017;9;65;48;83;40;54;54;73;58;62;44;59;45;45;45;53;36;40;59;45;n/d;58;45;59;56
12/02/2017;10;60;45;85;44;60;49;69;77;54;54;52;47;37;46;51;37;46;50;49;n/d;55;43;104;56
12/02/2017;11;50;45;74;44;50;45;70;70;46;51;50;47;35;42;49;33;46;50;42;n/d;51;49;63;52
12/02/2017;12;51;41;58;40;43;43;56;51;43;42;50;41;35;43;41;28;43;45;39;n/d;46;43;47;44
12/02/2017;13;46;38;59;39;39;38;57;53;44;38;51;36;33;40;51;27;41;42;40;n/d;45;44;47;43
12/02/2017;14;41;36;57;44;41;38;55;51;44;36;47;45;35;40;48;27;38;45;42;n/d;43;41;47;45
12/02/2017;15;40;33;54;42;36;36;52;54;42;38;48;41;31;34;49;29;41;51;42;n/d;48;44;46;42
12/02/2017;16;38;28;53;36;38;37;45;46;42;36;45;38;32;34;45;19;31;43;38;n/d;39;35;44;36
12/02/2017;17;32;21;49;30;42;35;43;54;34;35;40;32;28;28;39;14;39;47;37;n/d;43;33;45;32
12/02/2017;18;33;20;46;33;39;34;41;59;31;38;38;39;24;28;37;17;30;46;50;n/d;40;36;48;33
12/02/2017;19;30;20;44;28;37;35;48;47;31;30;37;35;27;22;34;23;24;37;26;n/d;34;25;43;35
12/02/2017;20;33;17;33;28;30;24;39;34;29;26;31;29;20;26;31;20;29;33;23;n/d;30;25;35;37
12/02/2017;21;27;17;28;26;27;22;33;30;24;27;25;26;16;22;36;21;22;27;25;n/d;26;25;32;39
12/02/2017;22;27;18;29;25;24;20;34;25;18;19;24;27;17;23;34;17;21;26;18;n/d;26;23;30;30
12/02/2017;23;25;23;26;19;25;19;29;30;20;25;23;29;17;24;25;13;18;29;23;n/d;23;22;23;28
12/02/2017;24;26;27;26;24;25;24;32;35;22;21;25;31;17;28;26;12;24;30;27;n/d;29;23;26;31
13/02/2017;1;28;28;29;25;22;27;39;37;24;21;28;30;15;25;29;17;26;29;22;n/d;30;31;26;33
13/02/2017;2;26;30;28;26;26;30;36;36;28;22;31;29;21;24;32;21;29;34;29;n/d;27;28;27;34
13/02/2017;3;29;32;33;31;30;31;34;32;28;26;31;27;23;29;35;25;30;31;28;n/d;32;28;29;32
13/02/2017;4;30;34;34;34;32;33;39;42;31;24;33;29;24;35;37;23;36;35;30;n/d;41;30;38;36
13/02/2017;5;35;36;44;35;35;34;45;40;34;26;35;34;27;32;39;26;39;37;35;n/d;46;35;46;39
13/02/2017;6;37;35;58;42;36;35;52;52;38;35;38;37;32;38;38;32;44;38;36;n/d;54;36;51;40
13/02/2017;7;39;33;60;40;39;35;55;46;40;31;39;38;31;39;41;31;51;52;39;n/d;56;39;53;38
13/02/2017;8;41;36;64;51;38;44;59;55;43;36;41;45;30;38;43;30;58;59;42;n/d;57;45;53;41
13/02/2017;9;44;37;79;47;37;44;65;80;48;36;42;54;38;36;44;32;65;84;42;n/d;68;49;68;40
13/02/2017;10;45;37;83;44;37;39;72;69;49;36;44;56;36;40;51;28;64;75;39;n/d;69;80;89;38
13/02/2017;11;46;36;82;45;39;37;75;77;50;33;43;54;32;35;48;29;67;83;35;n/d;n/d;54;67;37
13/02/2017;12;45;33;73;41;33;36;62;54;46;34;41;58;27;31;42;29;53;52;29;n/d;n/d;47;65;35
13/02/2017;13;39;31;86;38;31;33;53;51;42;31;39;44;30;28;39;28;55;68;30;n/d;n/d;47;49;34
13/02/2017;14;40;30;74;37;29;32;57;59;41;31;36;43;31;31;40;25;51;68;32;n/d;n/d;47;48;37
13/02/2017;15;38;31;70;39;29;33;62;52;39;23;36;45;22;33;n/d;26;49;73;31;n/d;n/d;46;55;37
13/02/2017;16;34;31;67;44;31;32;51;48;38;25;37;40;30;33;n/d;26;56;52;36;n/d;n/d;45;52;35
13/02/2017;17;37;31;66;41;34;31;51;57;36;29;36;45;31;34;n/d;29;53;53;35;n/d;n/d;41;48;37
13/02/2017;18;41;31;65;42;35;33;49;54;36;30;36;37;31;32;n/d;28;53;50;34;n/d;n/d;42;64;45
13/02/2017;19;37;35;63;42;38;35;50;52;37;27;38;39;35;41;n/d;32;57;47;31;n/d;n/d;36;67;42
13/02/2017;20;38;36;64;43;35;39;54;55;36;38;39;47;30;37;n/d;32;53;47;39;n/d;n/d;43;69;33
13/02/2017;21;38;35;56;39;36;39;49;53;40;37;41;44;33;38;n/d;29;44;46;40;n/d;n/d;37;55;34
13/02/2017;22;39;35;36;38;34;36;49;48;39;31;41;36;29;37;n/d;32;42;45;35;n/d;n/d;37;57;36
13/02/2017;23;38;36;35;38;31;34;51;41;36;32;39;36;34;35;n/d;32;44;38;35;n/d;n/d;40;54;36
13/02/2017;24;37;37;36;37;35;32;40;46;35;34;40;35;29;35;n/d;33;43;43;40;n/d;n/d;41;51;36
14/02/2017;1;37;38;33;39;36;36;42;44;36;38;39;34;33;35;n/d;35;36;40;39;n/d;n/d;40;42;37
14/02/2017;2;39;36;41;38;39;37;43;43;37;34;39;32;33;31;43;34;44;37;40;n/d;n/d;40;44;39
14/02/2017;3;37;36;37;35;34;36;43;41;35;34;38;34;31;35;41;35;43;38;36;n/d;n/d;38;49;38
14/02/2017;4;37;37;45;39;38;36;44;50;37;35;38;34;31;35;40;32;46;37;45;n/d;n/d;35;56;34
14/02/2017;5;41;35;45;40;36;34;60;n/d;37;36;38;35;31;34;40;31;48;39;40;n/d;n/d;39;64;33
14/02/2017;6;43;35;56;45;35;33;57;n/d;41;35;39;37;28;37;40;27;49;45;36;n/d;n/d;37;65;35
14/02/2017;7;43;35;47;39;40;36;53;n/d;43;37;39;39;26;42;n/d;32;54;44;42;n/d;n/d;42;47;39
14/02/2017;8;43;39;48;46;41;37;49;n/d;46;35;40;39;24;34;n/d;28;52;62;44;n/d;n/d;42;49;40
14/02/2017;9;45;40;66;43;44;39;58;n/d;48;36;44;40;22;39;50;30;53;60;43;n/d;n/d;49;54;41
14/02/2017;10;48;41;61;45;51;37;57;n/d;51;46;47;48;26;41;52;24;55;72;49;n/d;n/d;49;56;41
14/02/2017;11;49;35;53;n/d;49;41;68;n/d;47;45;42;46;21;38;50;24;52;84;39;n/d;n/d;49;55;39
14/02/2017;12;50;30;52;n/d;46;39;65;n/d;42;66;42;46;18;37;49;23;57;57;39;n/d;n/d;49;46;43
14/02/2017;13;48;31;50;n/d;34;36;57;n/d;37;23;40;47;17;33;47;24;41;67;34;40;n/d;51;55;52
14/02/2017;14;46;27;61;n/d;40;32;82;n/d;40;25;38;45;16;30;49;20;30;66;32;35;n/d;49;80;44
14/02/2017;15;39;22;46;25;36;24;117;n/d;35;25;33;45;20;28;45;15;48;90;29;53;n/d;63;69;29
14/02/2017;16;29;16;46;23;28;24;99;n/d;29;25;30;49;15;29;40;11;51;84;25;49;n/d;68;76;22
14/02/2017;17;31;25;47;31;24;27;73;n/d;29;11;29;50;14;38;42;17;52;71;33;45;n/d;55;70;28
14/02/2017;18;30;26;50;29;32;31;93;n/d;32;24;33;53;17;37;40;17;65;74;33;61;n/d;61;80;34
14/02/2017;19;37;30;50;35;30;33;87;n/d;33;22;38;55;15;38;46;19;65;74;32;81;n/d;52;79;37
14/02/2017;20;40;30;50;34;29;36;85;n/d;31;29;42;62;20;44;51;22;67;76;40;86;n/d;61;101;42
14/02/2017;21;48;28;44;33;38;36;100;n/d;37;30;48;57;21;39;59;30;68;73;40;80;n/d;55;96;48
14/02/2017;22;51;30;48;36;40;37;75;n/d;36;27;52;55;26;40;56;25;63;76;43;53;n/d;62;89;52
14/02/2017;23;56;26;59;38;49;34;74;n/d;36;32;47;55;23;42;54;26;65;77;44;48;n/d;56;82;49
14/02/2017;24;53;26;47;42;49;34;72;n/d;37;39;43;51;21;30;48;29;49;58;40;40;n/d;49;86;49
15/02/2017;1;55;30;39;36;37;27;67;n/d;36;44;42;42;24;24;46;21;43;49;32;40;n/d;41;54;46
15/02/2017;2;40;29;31;32;45;26;59;n/d;30;37;35;38;20;22;41;20;42;38;30;29;n/d;32;38;32
15/02/2017;3;29;28;32;31;37;22;49;n/d;27;36;32;32;22;22;37;21;37;33;31;31;n/d;28;39;24
15/02/2017;4;27;27;37;29;32;23;45;n/d;25;29;31;31;14;24;36;21;36;35;29;36;n/d;27;48;25
15/02/2017;5;26;26;38;26;39;23;51;n/d;23;30;27;29;17;22;35;19;43;35;32;31;n/d;28;56;27
15/02/2017;6;29;23;37;31;35;23;61;n/d;25;22;27;27;15;27;36;15;42;40;32;31;n/d;32;65;28
15/02/2017;7;30;23;42;33;43;22;81;n/d;31;19;28;41;18;34;37;15;63;47;30;42;n/d;37;66;26
15/02/2017;8;32;25;36;33;43;24;89;n/d;32;21;31;47;15;51;42;16;65;67;31;51;n/d;50;56;30
15/02/2017;9;40;26;51;34;37;27;118;n/d;36;20;36;53;16;42;47;13;67;83;35;67;n/d;68;76;29
15/02/2017;10;43;26;73;33;40;34;130;72;35;20;38;54;12;42;52;12;78;75;38;80;n/d;73;94;25
15/02/2017;11;36;20;57;24;20;31;123;65;32;15;n/d;46;12;54;56;13;45;61;25;82;n/d;64;71;24
15/02/2017;12;25;17;33;21;18;21;80;45;22;10;n/d;43;15;40;33;n/d;36;49;13;57;n/d;46;47;17
15/02/2017;13;15;11;38;17;15;16;62;39;19;6;n/d;33;18;32;23;n/d;34;38;13;52;n/d;34;48;16
15/02/2017;14;13;14;43;18;17;14;55;40;19;24;n/d;24;15;34;21;14;27;49;16;47;n/d;51;49;15
15/02/2017;15;13;11;44;16;16;13;53;38;17;10;20;38;13;30;20;9;32;38;18;66;73;41;39;16
15/02/2017;16;13;13;47;15;16;14;44;51;16;13;21;41;14;27;18;8;32;40;16;57;59;43;47;16
15/02/2017;17;13;12;46;16;23;13;35;42;18;11;21;39;21;24;n/d;n/d;34;46;16;81;83;48;38;16
15/02/2017;18;14;21;65;23;18;19;64;53;24;16;19;45;18;23;26;14;88;57;31;73;67;52;51;20
15/02/2017;19;22;35;60;22;28;25;83;43;25;17;20;49;21;45;32;12;87;53;50;106;55;58;56;25
15/02/2017;20;26;50;73;27;35;34;73;33;22;19;25;40;20;39;n/d;12;88;53;55;83;64;46;102;46
15/02/2017;21;27;53;59;32;26;49;72;30;25;23;29;39;18;48;n/d;14;98;50;35;75;56;44;40;63
15/02/2017;22;42;47;53;24;24;49;59;32;32;19;29;31;24;38;n/d;10;58;47;51;70;58;48;37;78
15/02/2017;23;43;45;52;27;39;46;49;52;28;22;32;44;22;47;n/d;14;50;42;42;65;45;50;86;69
15/02/2017;24;33;45;77;33;31;48;42;43;30;17;27;41;19;49;n/d;15;47;37;42;51;58;42;80;67
16/02/2017;1;34;48;52;26;29;49;49;34;26;19;27;33;14;47;n/d;15;43;34;51;42;37;45;64;55
16/02/2017;2;41;41;50;23;28;55;67;50;25;16;35;29;18;54;n/d;14;33;30;31;41;33;71;60;45
16/02/2017;3;72;39;55;22;29;45;64;43;23;16;41;27;20;61;n/d;19;32;37;24;40;42;36;59;40
16/02/2017;4;51;37;57;20;26;45;54;51;31;16;65;36;21;41;n/d;14;32;53;33;33;36;59;58;34
16/02/2017;5;45;36;56;24;23;45;62;45;32;13;44;44;20;33;n/d;20;43;51;42;44;38;52;75;32
16/02/2017;6;42;42;64;22;25;45;67;49;29;15;39;32;26;31;n/d;21;55;31;28;38;42;36;56;32
16/02/2017;7;57;37;49;19;31;39;66;49;30;14;31;25;20;42;n/d;23;63;26;37;39;44;44;62;34
16/02/2017;8;101;37;33;26;43;36;55;57;44;11;40;30;19;46;n/d;25;60;43;46;50;59;46;63;41
16/02/2017;9;105;36;49;31;33;41;49;58;48;14;61;49;19;37;n/d;23;49;60;42;50;52;46;72;46
16/02/2017;10;n/d;37;62;42;39;56;55;65;48;13;66;61;15;37;n/d;27;46;83;53;49;62;70;61;53
16/02/2017;11;n/d;36;70;46;47;54;93;66;61;13;58;66;15;45;n/d;28;45;90;42;48;63;75;66;53
16/02/2017;12;n/d;32;68;44;19;39;114;88;66;17;60;n/d;15;28;n/d;27;54;107;30;44;44;94;39;42
16/02/2017;13;n/d;27;75;33;26;35;162;90;62;15;63;n/d;15;22;n/d;31;46;102;30;27;55;106;42;25
16/02/2017;14;33;29;83;32;21;40;160;102;39;9;60;n/d;20;41;n/d;26;n/d;81;37;33;59;75;61;33
16/02/2017;15;23;33;87;30;21;42;61;79;28;10;49;67;22;43;n/d;25;n/d;71;43;31;73;64;53;37
16/02/2017;16;20;35;60;34;22;42;103;76;25;13;46;62;20;54;45;26;41;76;35;34;55;54;59;41
16/02/2017;17;27;35;50;29;23;38;88;69;27;15;50;60;24;42;42;20;47;68;37;44;54;61;44;38
16/02/2017;18;28;34;46;18;27;38;28;31;27;17;39;59;19;29;38;26;43;31;41;47;50;27;49;40
16/02/2017;19;19;35;41;19;36;41;54;34;18;15;18;36;22;25;19;24;62;31;23;41;30;40;22;37
16/02/2017;20;25;37;54;25;33;32;46;25;24;29;20;33;28;29;18;24;119;37;22;35;30;42;17;31
16/02/2017;21;32;38;52;24;38;27;66;40;25;30;34;36;26;25;26;25;118;38;25;34;36;39;28;33
16/02/2017;22;38;32;52;33;36;30;61;44;31;27;40;38;24;32;33;17;157;41;31;41;45;45;32;38
16/02/2017;23;49;36;59;33;32;36;57;38;39;22;44;49;23;29;38;23;75;47;32;30;47;48;36;35
16/02/2017;24;43;37;55;36;31;36;51;44;37;21;42;50;27;30;37;25;45;46;37;32;44;50;35;34
17/02/2017;1;40;36;47;32;33;37;62;39;33;11;41;44;25;28;35;23;44;41;33;24;44;49;44;33
17/02/2017;2;39;37;47;25;24;35;62;43;35;13;40;43;23;36;34;14;28;41;34;27;42;48;40;36
17/02/2017;3;37;31;41;26;18;35;73;40;35;9;37;38;17;33;31;10;23;38;33;24;46;37;37;35
17/02/2017;4;36;32;32;22;13;37;52;36;32;12;34;36;19;31;29;16;23;40;24;27;35;39;27;37
17/02/2017;5;32;32;41;25;13;34;67;37;28;14;34;35;15;35;29;15;27;34;28;28;37;33;37;39
17/02/2017;6;34;36;49;26;18;27;71;55;28;12;37;37;17;29;27;13;36;39;30;30;46;37;43;38
17/02/2017;7;52;39;65;31;20;31;87;87;28;12;46;46;15;28;29;13;40;43;25;30;49;49;56;35
17/02/2017;8;50;43;56;35;21;34;97;53;32;14;43;44;12;32;30;9;37;38;31;30;59;61;57;31
17/02/2017;9;35;45;55;33;18;55;87;56;41;13;41;53;11;39;36;8;39;67;n/d;30;70;64;63;33
17/02/2017;10;34;49;55;42;24;71;99;67;42;19;50;59;13;40;48;12;41;48;n/d;44;73;60;71;38
17/02/2017;11;36;50;63;43;24;71;120;67;37;15;50;52;17;48;50;11;57;63;n/d;56;66;85;94;38
17/02/2017;12;40;51;73;34;21;74;99;74;45;15;61;62;21;56;52;15;60;69;45;70;72;66;63;43
17/02/2017;13;43;48;80;31;19;68;86;68;45;16;64;53;22;59;46;11;50;54;29;78;53;63;41;50
17/02/2017;14;46;53;67;32;21;68;91;64;40;17;57;56;11;59;45;11;47;50;23;82;45;68;38;56
17/02/2017;15;45;67;60;36;19;68;69;49;34;17;53;59;10;33;48;16;60;47;23;77;54;48;49;44
17/02/2017;16;48;71;67;34;19;57;68;45;32;17;48;47;8;28;39;n/d;51;51;27;62;58;46;38;31
17/02/2017;17;34;55;72;31;19;38;59;57;33;17;39;46;12;39;35;n/d;71;37;40;67;54;50;35;29
17/02/2017;18;30;43;63;34;31;39;67;78;38;26;37;43;18;33;33;11;53;46;50;73;53;37;70;31
17/02/2017;19;40;43;51;36;41;37;69;80;37;40;46;45;39;37;37;11;65;52;59;86;59;42;66;45
17/02/2017;20;45;47;81;48;40;44;78;68;35;48;43;48;24;42;37;16;66;43;67;78;59;46;62;49
17/02/2017;21;51;54;98;46;54;53;76;74;38;34;43;53;29;46;38;16;64;53;57;71;61;51;66;60
17/02/2017;22;57;53;84;48;50;57;79;71;43;33;50;51;27;50;48;14;63;61;62;44;72;51;62;81
17/02/2017;23;67;45;75;54;50;60;90;70;44;40;53;55;24;50;55;19;128;62;78;34;76;59;76;88
17/02/2017;24;66;50;95;60;53;60;79;89;48;39;57;56;14;68;55;17;62;62;78;28;71;70;76;57
18/02/2017;1;63;54;77;54;45;62;62;82;60;40;67;56;16;57;51;13;41;60;66;31;69;65;68;36
18/02/2017;2;52;47;75;49;24;44;63;72;57;30;65;61;14;55;53;11;28;64;65;20;61;64;42;34
18/02/2017;3;48;42;72;49;23;42;53;66;54;14;56;61;12;45;48;10;24;66;53;21;55;57;47;27
18/02/2017;4;45;36;75;49;29;45;44;61;55;21;56;53;16;43;44;14;23;48;50;18;63;46;60;25
18/02/2017;5;42;36;66;52;24;43;40;60;52;22;50;49;12;44;48;17;17;52;40;15;59;53;53;21
18/02/2017;6;41;34;62;35;20;44;43;57;52;22;53;49;13;39;47;12;17;45;19;15;53;53;51;19
18/02/2017;7;37;28;40;29;19;43;33;79;52;18;52;42;12;30;44;9;21;42;14;17;41;41;45;17
18/02/2017;8;26;25;42;26;17;29;33;52;56;20;51;45;10;36;41;9;23;49;21;23;51;32;42;17
