date;heure;GEN;GON;A1;RUR-SE;RN6;RAMBO;RUR_S;BOB;PA04C;VITRY;AUT;RUR_N;BP_EST
22/01/2017;6;63;60;73;52;83;62;80;74;68;64;96;49;75
22/01/2017;7;61;62;63;52;73;60;76;76;64;76;75;51;66
22/01/2017;8;60;62;60;45;105;68;78;70;60;82;76;59;88
22/01/2017;9;60;60;70;49;108;70;67;69;66;72;80;55;82
22/01/2017;10;62;62;72;47;95;75;63;77;71;61;103;51;85
22/01/2017;11;66;56;73;47;65;53;55;76;76;57;109;55;81
22/01/2017;12;69;57;72;46;59;47;59;71;75;57;110;51;60
22/01/2017;13;88;54;62;36;54;57;46;53;68;49;93;42;64
22/01/2017;14;81;49;54;39;42;58;43;53;61;47;88;53;58
22/01/2017;15;46;45;56;39;44;58;40;52;49;48;58;57;56
22/01/2017;16;51;44;56;47;52;55;54;49;49;52;46;60;52
22/01/2017;17;53;48;70;34;56;57;58;47;50;52;59;55;46
22/01/2017;18;58;53;67;32;60;81;58;52;54;54;53;55;51
22/01/2017;19;65;71;73;33;69;93;55;71;61;62;61;55;63
22/01/2017;20;75;66;79;37;128;101;58;70;67;67;113;53;61
22/01/2017;21;88;64;75;48;208;90;58;74;72;67;104;52;72
22/01/2017;22;101;71;71;47;140;86;67;69;73;67;94;63;64
22/01/2017;23;107;67;75;50;92;70;73;72;70;62;93;60;70
22/01/2017;24;92;65;68;54;95;63;64;70;70;58;88;77;65
23/01/2017;1;65;74;68;55;77;61;64;69;68;63;79;81;66
23/01/2017;2;62;73;77;58;70;52;64;65;71;60;79;78;72
23/01/2017;3;63;75;74;59;73;64;67;67;74;62;74;75;66
23/01/2017;4;73;80;75;60;85;59;68;72;75;62;73;80;91
23/01/2017;5;77;79;82;59;84;60;66;72;76;83;74;80;151
23/01/2017;6;76;79;85;57;91;66;64;78;78;74;83;79;86
23/01/2017;7;79;78;85;60;84;66;66;80;82;73;87;85;83
23/01/2017;8;82;84;84;61;89;65;74;86;83;72;79;87;82
23/01/2017;9;89;88;89;62;94;73;79;85;87;84;86;72;89
23/01/2017;10;84;65;89;67;77;77;73;82;93;91;96;55;102
23/01/2017;11;76;66;77;66;89;75;76;68;96;90;97;52;85
23/01/2017;12;66;63;68;63;83;80;78;53;80;76;78;50;74
23/01/2017;13;61;56;70;69;87;80;76;57;76;70;75;52;75
23/01/2017;14;57;51;61;79;76;77;95;57;73;73;69;52;75
23/01/2017;15;52;51;56;83;69;79;80;55;66;67;64;53;62
23/01/2017;16;49;52;58;75;66;72;71;61;59;64;62;54;67
23/01/2017;17;50;57;55;70;66;60;63;59;57;66;59;54;64
23/01/2017;18;52;66;63;58;63;66;59;58;59;60;54;55;65
23/01/2017;19;54;61;64;58;59;58;59;61;63;63;64;53;66
23/01/2017;20;58;57;66;57;55;45;56;61;64;57;65;36;73
23/01/2017;21;55;52;64;53;55;47;47;64;67;63;72;26;66
23/01/2017;22;52;44;60;45;54;34;36;62;71;57;63;29;67
23/01/2017;23;54;37;60;38;56;42;36;55;69;63;70;33;64
23/01/2017;24;52;34;52;28;54;37;35;45;70;66;60;26;63
24/01/2017;1;42;28;52;25;47;32;29;41;73;66;46;21;59
24/01/2017;2;36;27;41;34;38;30;32;38;67;65;40;21;61
24/01/2017;3;32;29;33;32;44;26;31;32;55;59;38;23;48
24/01/2017;4;30;26;34;23;43;31;33;31;47;52;38;31;52
24/01/2017;5;27;29;39;29;43;30;28;34;44;53;42;31;44
24/01/2017;6;28;32;44;40;53;34;34;35;43;45;56;38;52
24/01/2017;7;33;33;44;42;49;36;34;43;41;42;50;35;54
24/01/2017;8;39;34;43;48;54;36;26;35;43;57;45;30;53
24/01/2017;9;44;39;40;47;70;50;20;38;42;57;46;32;50
24/01/2017;10;51;41;52;47;77;44;27;49;40;52;51;44;47
24/01/2017;11;53;54;51;44;84;n/d;34;52;33;49;53;57;43
24/01/2017;12;59;45;61;35;77;44;36;60;32;23;56;47;38
24/01/2017;13;58;42;66;48;43;38;38;61;36;32;63;37;56
24/01/2017;14;59;40;62;50;43;42;39;55;44;38;73;30;56
24/01/2017;15;57;32;60;38;33;37;45;40;n/d;49;80;48;56
24/01/2017;16;45;27;36;46;44;38;27;35;n/d;50;69;21;52
24/01/2017;17;31;39;36;29;39;39;34;31;n/d;54;57;23;48
24/01/2017;18;31;39;47;27;43;36;40;37;n/d;60;47;21;52
24/01/2017;19;37;28;43;38;44;34;36;37;n/d;44;44;23;35
24/01/2017;20;34;25;42;41;45;30;39;28;n/d;32;43;23;46
24/01/2017;21;31;24;31;39;48;31;23;34;n/d;29;42;18;35
24/01/2017;22;26;20;37;47;49;36;18;35;n/d;36;28;21;42
24/01/2017;23;27;28;31;33;47;25;19;32;n/d;34;32;22;36
24/01/2017;24;27;19;29;31;38;18;20;24;n/d;32;33;21;31
25/01/2017;1;24;19;25;33;30;24;22;23;n/d;22;27;25;24
25/01/2017;2;22;20;25;28;23;19;22;25;n/d;24;30;27;32
25/01/2017;3;23;24;27;28;27;25;21;28;n/d;27;28;24;23
25/01/2017;4;25;33;30;21;23;23;21;27;n/d;29;28;29;32
25/01/2017;5;26;33;33;24;25;19;22;31;n/d;30;31;26;43
25/01/2017;6;28;31;36;27;30;19;24;35;n/d;34;35;25;40
25/01/2017;7;30;36;44;26;32;23;26;38;n/d;34;34;30;40
25/01/2017;8;32;31;36;19;28;24;27;35;n/d;33;36;31;40
25/01/2017;9;30;26;30;15;33;26;25;27;n/d;27;42;28;38
25/01/2017;10;25;25;31;17;27;27;26;25;n/d;27;37;25;44
25/01/2017;11;n/d;26;31;12;29;28;25;32;n/d;26;36;20;38
25/01/2017;12;25;27;32;11;36;25;22;29;n/d;23;37;21;33
25/01/2017;13;25;27;28;15;29;20;11;27;n/d;29;36;24;35
25/01/2017;14;25;25;34;15;28;24;13;27;n/d;25;37;26;39
25/01/2017;15;26;28;30;16;31;17;20;27;n/d;26;31;25;34
25/01/2017;16;27;28;29;15;26;22;14;30;n/d;21;33;25;33
25/01/2017;17;28;23;30;15;31;23;18;24;28;19;31;25;31
25/01/2017;18;26;22;31;22;27;28;21;22;26;18;27;23;30
25/01/2017;19;24;25;29;19;28;26;20;28;26;26;28;23;31
25/01/2017;20;24;30;28;27;33;24;22;26;29;31;29;30;34
25/01/2017;21;25;38;38;27;36;18;24;30;31;37;32;26;37
25/01/2017;22;29;34;36;30;33;24;29;30;36;42;38;31;37
25/01/2017;23;34;35;35;27;37;21;30;36;39;41;34;35;39
25/01/2017;24;37;42;39;26;31;31;28;41;39;45;40;37;43
26/01/2017;1;37;43;34;29;30;26;23;42;40;35;37;40;44
26/01/2017;2;38;35;37;32;36;28;n/d;41;42;33;37;41;37
26/01/2017;3;35;40;40;36;36;24;n/d;48;36;31;30;37;38
26/01/2017;4;35;43;46;39;44;30;35;52;37;39;39;41;40
26/01/2017;5;40;51;53;46;53;29;37;58;45;48;40;47;56
26/01/2017;6;46;56;62;53;57;33;39;59;52;60;50;50;70
26/01/2017;7;57;56;58;52;67;36;50;55;64;60;69;55;70
26/01/2017;8;56;60;55;54;64;51;55;58;80;59;65;60;73
26/01/2017;9;56;61;60;n/d;65;52;56;59;n/d;66;60;60;71
26/01/2017;10;61;61;68;60;69;53;56;65;n/d;67;74;65;74
26/01/2017;11;63;58;68;50;64;48;55;66;n/d;71;75;59;82
26/01/2017;12;67;61;68;53;62;51;56;65;n/d;74;76;63;85
26/01/2017;13;66;60;68;53;60;53;48;60;n/d;73;73;63;73
26/01/2017;14;64;59;63;45;54;44;42;57;n/d;72;75;64;64
26/01/2017;15;60;53;59;46;51;42;38;53;n/d;61;67;56;61
26/01/2017;16;53;52;55;48;58;41;44;52;n/d;56;57;54;58
26/01/2017;17;52;51;57;49;60;48;47;54;n/d;52;57;49;57
26/01/2017;18;54;55;54;51;56;54;54;55;n/d;51;49;51;65
26/01/2017;19;54;51;59;48;67;56;47;59;n/d;52;54;48;65
26/01/2017;20;53;45;55;50;58;50;49;51;n/d;48;57;48;54
26/01/2017;21;48;45;47;47;54;52;45;52;n/d;49;44;46;52
26/01/2017;22;49;42;48;50;51;48;49;48;n/d;49;50;39;51
26/01/2017;23;46;45;45;41;48;47;40;47;n/d;50;50;53;50
26/01/2017;24;44;45;48;44;44;37;31;46;n/d;50;46;48;51
27/01/2017;1;46;49;51;37;43;n/d;35;49;n/d;49;46;46;47
27/01/2017;2;45;44;43;38;41;36;37;39;n/d;41;40;42;43
27/01/2017;3;42;43;43;38;41;34;35;38;n/d;48;45;41;44
27/01/2017;4;41;44;42;23;37;n/d;32;40;n/d;44;39;40;44
27/01/2017;5;39;38;47;20;38;30;24;38;n/d;45;35;40;44
27/01/2017;6;39;30;42;18;37;31;n/d;38;n/d;31;33;35;47
27/01/2017;7;37;36;39;21;40;25;n/d;n/d;n/d;35;32;35;48
27/01/2017;8;32;38;31;18;35;21;n/d;36;n/d;34;32;37;40
27/01/2017;9;33;41;38;21;36;19;16;36;n/d;34;35;36;50
27/01/2017;10;32;37;38;16;37;14;12;28;n/d;35;32;35;45
27/01/2017;11;31;35;38;16;25;16;10;34;n/d;32;31;35;42
27/01/2017;12;29;36;34;9;29;11;10;27;n/d;25;33;44;36
27/01/2017;13;26;20;32;10;22;8;7;24;n/d;22;30;26;32
27/01/2017;14;27;21;34;12;23;5;n/d;22;n/d;20;31;22;34
27/01/2017;15;24;25;31;9;22;7;7;25;n/d;22;27;19;36
27/01/2017;16;23;21;27;8;19;7;5;23;n/d;22;25;20;34
27/01/2017;17;24;20;36;6;18;6;n/d;21;n/d;27;27;20;33
27/01/2017;18;22;24;32;15;14;7;8;17;n/d;24;23;23;38
27/01/2017;19;19;15;25;11;15;11;7;21;n/d;18;21;19;34
27/01/2017;20;20;17;35;12;16;10;9;18;n/d;13;18;18;40
27/01/2017;21;19;17;29;12;11;9;9;16;n/d;13;19;14;28
27/01/2017;22;16;26;26;12;8;9;9;14;n/d;13;19;18;17
27/01/2017;23;15;16;22;7;7;10;7;12;n/d;12;14;14;21
27/01/2017;24;12;11;18;4;8;9;5;11;n/d;11;13;14;18
28/01/2017;1;12;17;17;8;11;7;6;11;n/d;11;17;10;21
28/01/2017;2;12;12;16;9;9;4;10;13;n/d;8;17;15;17
28/01/2017;3;12;12;13;9;7;2;11;12;n/d;11;12;14;13
28/01/2017;4;10;12;16;8;5;3;9;13;n/d;13;12;11;14
28/01/2017;5;9;13;17;7;7;5;7;9;n/d;10;8;12;15
28/01/2017;6;9;11;12;9;5;4;6;9;n/d;11;7;9;19
28/01/2017;7;8;8;18;5;5;4;6;8;n/d;8;11;8;17
28/01/2017;8;6;11;24;2;7;6;6;10;n/d;10;13;8;14
28/01/2017;9;6;9;21;3;7;7;8;10;n/d;7;15;10;17
28/01/2017;10;8;10;22;4;6;6;6;10;n/d;7;14;6;20
28/01/2017;11;9;9;21;4;5;7;4;10;n/d;10;10;6;16
28/01/2017;12;6;10;28;9;7;8;6;12;n/d;7;15;7;13
28/01/2017;13;8;9;15;6;7;9;5;10;n/d;8;12;9;15
28/01/2017;14;7;6;20;3;11;10;5;12;n/d;9;14;9;17
28/01/2017;15;7;8;20;5;9;7;4;7;n/d;7;16;6;14
28/01/2017;16;7;12;20;8;9;5;4;7;n/d;6;12;5;9
28/01/2017;17;9;11;17;12;30;10;3;9;n/d;8;21;13;21
28/01/2017;18;7;15;27;14;20;18;5;15;n/d;13;22;12;31
28/01/2017;19;9;29;17;n/d;28;12;4;21;n/d;19;17;20;34
28/01/2017;20;10;24;16;n/d;24;9;5;14;n/d;24;20;14;21
28/01/2017;21;10;22;21;14;40;8;12;16;n/d;20;22;13;34
28/01/2017;22;9;21;24;15;34;8;11;23;n/d;20;16;12;40
28/01/2017;23;10;22;25;14;24;10;8;21;n/d;24;16;16;38
28/01/2017;24;11;21;25;16;24;9;9;20;n/d;21;13;15;34
29/01/2017;1;11;21;28;7;14;7;7;11;n/d;12;10;20;24
29/01/2017;2;9;16;16;11;11;4;6;15;n/d;13;14;16;24
29/01/2017;3;11;15;13;9;7;6;7;12;n/d;10;12;14;19
29/01/2017;4;9;16;16;8;8;6;n/d;12;n/d;10;9;11;19
29/01/2017;5;7;16;12;8;8;4;9;10;n/d;n/d;12;8;15
29/01/2017;6;7;12;14;11;7;8;6;10;n/d;11;15;9;16
29/01/2017;7;8;13;13;9;6;7;7;11;n/d;12;10;10;16
29/01/2017;8;8;13;10;7;8;5;7;17;n/d;12;9;9;17
29/01/2017;9;7;15;14;8;9;3;4;13;n/d;11;9;8;13
29/01/2017;10;7;18;15;4;6;1;3;14;n/d;13;15;6;15
29/01/2017;11;8;12;13;4;4;2;3;12;n/d;14;11;6;15
29/01/2017;12;9;12;20;5;5;5;2;9;n/d;n/d;8;8;23
29/01/2017;13;8;20;24;2;3;4;4;8;n/d;n/d;12;10;19
29/01/2017;14;8;8;18;0;6;4;3;n/d;n/d;n/d;12;8;22
29/01/2017;15;10;12;18;1;9;5;0;10;n/d;7;17;8;26
29/01/2017;16;9;15;24;3;8;n/d;4;10;n/d;10;13;7;24
29/01/2017;17;8;24;18;4;14;6;n/d;16;n/d;14;11;7;24
29/01/2017;18;9;25;21;3;10;4;5;12;n/d;19;16;12;24
29/01/2017;19;10;32;19;2;10;4;4;13;n/d;17;21;11;24
29/01/2017;20;11;22;24;5;8;5;6;10;n/d;9;20;13;22
29/01/2017;21;12;16;22;6;7;5;5;10;n/d;9;13;9;20
29/01/2017;22;11;11;17;7;5;4;n/d;9;n/d;7;14;11;15
29/01/2017;23;9;9;11;4;4;4;n/d;8;n/d;9;16;11;11
29/01/2017;24;5;8;10;2;3;5;2;6;n/d;8;8;9;9
30/01/2017;1;5;6;8;3;3;4;n/d;8;n/d;7;5;9;10
30/01/2017;2;3;7;9;3;2;4;1;5;n/d;6;4;7;8
30/01/2017;3;3;6;6;6;1;4;4;5;n/d;4;3;4;8
30/01/2017;4;4;4;8;5;2;4;3;5;n/d;5;4;4;9
30/01/2017;5;4;5;9;4;1;2;4;6;n/d;6;4;6;10
30/01/2017;6;5;8;13;2;4;2;8;7;n/d;6;6;6;15
30/01/2017;7;5;7;11;3;10;3;6;8;n/d;5;15;4;21
30/01/2017;8;5;9;15;3;8;4;4;10;n/d;7;13;4;18
30/01/2017;9;6;9;10;3;8;4;5;17;n/d;8;18;5;17
30/01/2017;10;8;15;10;7;10;5;4;14;n/d;6;18;10;17
30/01/2017;11;9;8;20;6;8;7;3;16;n/d;7;19;7;11
30/01/2017;12;5;9;20;4;9;6;2;14;n/d;5;13;6;11
30/01/2017;13;4;9;19;3;9;3;1;10;n/d;7;13;5;12
30/01/2017;14;5;7;18;9;7;4;1;9;n/d;7;17;11;12
30/01/2017;15;4;7;15;5;9;2;1;10;n/d;8;12;7;12
30/01/2017;16;4;10;20;6;13;6;3;7;n/d;10;16;4;13
30/01/2017;17;3;19;11;8;10;13;4;6;n/d;11;17;5;17
30/01/2017;18;5;14;14;10;17;10;2;8;12;11;14;5;24
30/01/2017;19;7;18;17;8;11;8;10;11;14;13;14;8;26
30/01/2017;20;10;12;20;9;12;12;7;8;15;10;15;7;20
30/01/2017;21;10;17;20;7;11;15;9;13;16;8;20;5;27
30/01/2017;22;12;15;21;7;12;5;7;16;16;16;11;6;22
30/01/2017;23;13;15;15;11;9;5;4;12;17;15;17;5;21
30/01/2017;24;12;12;16;13;5;6;6;12;16;12;14;11;21
31/01/2017;1;12;15;9;10;10;7;6;10;15;8;15;15;13
31/01/2017;2;12;14;6;8;9;6;7;10;11;9;9;11;12
31/01/2017;3;10;10;9;5;8;2;4;8;10;10;7;8;13
31/01/2017;4;9;11;12;1;7;n/d;2;8;10;15;16;5;16
31/01/2017;5;9;11;12;n/d;5;n/d;3;7;8;9;9;4;24
31/01/2017;6;7;13;22;n/d;8;n/d;5;8;10;10;23;7;27
31/01/2017;7;9;14;21;n/d;9;3;4;12;13;9;24;7;31
31/01/2017;8;9;18;8;n/d;11;8;2;13;13;6;15;4;26
31/01/2017;9;10;21;15;3;10;7;4;10;18;8;20;3;22
31/01/2017;10;15;24;24;4;10;7;6;18;18;11;20;7;30
31/01/2017;11;13;23;31;3;n/d;4;4;20;17;9;22;9;23
31/01/2017;12;14;16;21;3;12;5;3;24;19;10;17;10;23
31/01/2017;13;17;15;32;7;14;6;4;25;22;17;19;16;43
31/01/2017;14;20;15;32;7;13;4;3;28;21;15;24;16;37
31/01/2017;15;20;20;30;6;17;4;1;25;27;10;17;9;42
31/01/2017;16;28;24;33;6;20;4;n/d;31;29;11;21;13;39
31/01/2017;17;32;30;41;5;25;5;1;23;30;11;22;17;46
31/01/2017;18;34;24;30;7;24;6;3;22;23;15;18;16;29
31/01/2017;19;32;22;29;5;29;6;5;21;20;18;23;21;30
31/01/2017;20;19;22;25;1;23;7;8;21;21;19;21;23;28
31/01/2017;21;19;19;24;4;22;7;7;18;22;21;16;14;31
31/01/2017;22;20;16;28;7;18;9;8;17;23;16;18;12;24
31/01/2017;23;18;11;26;7;21;n/d;6;13;22;17;21;9;20
31/01/2017;24;17;12;19;7;14;7;8;12;22;17;15;8;22
01/02/2017;1;16;17;17;6;10;7;7;10;20;11;12;10;20
01/02/2017;2;14;14;12;8;7;8;5;16;19;12;13;10;17
01/02/2017;3;12;14;10;6;7;4;5;15;15;12;10;9;17
01/02/2017;4;11;9;13;8;6;6;3;10;14;13;11;9;18
01/02/2017;5;11;12;21;6;10;6;2;11;14;11;14;8;23
01/02/2017;6;12;10;24;5;8;6;4;13;15;8;11;7;24
01/02/2017;7;11;17;25;4;16;4;5;17;15;9;16;9;29
01/02/2017;8;11;13;22;4;18;3;6;16;16;11;16;12;25
01/02/2017;9;13;16;23;5;13;7;8;16;16;10;n/d;16;n/d
01/02/2017;10;13;12;23;5;16;12;6;7;17;11;n/d;13;n/d
01/02/2017;11;11;15;n/d;4;13;12;5;14;15;10;n/d;12;n/d
01/02/2017;12;12;11;29;9;10;10;6;13;17;10;n/d;13;19
01/02/2017;13;15;14;27;8;14;7;6;12;16;11;16;16;25
01/02/2017;14;14;11;22;9;14;14;10;9;16;12;17;13;20
01/02/2017;15;13;16;32;11;13;10;9;8;16;8;17;12;23
01/02/2017;16;13;11;22;16;11;7;7;9;12;7;11;15;15
01/02/2017;17;12;11;18;7;14;18;7;14;13;9;14;9;16
01/02/2017;18;13;9;17;11;13;16;8;16;15;12;22;13;14
01/02/2017;19;13;16;16;8;15;18;6;11;18;11;19;11;21
01/02/2017;20;14;13;23;8;16;11;8;12;22;15;23;15;28
01/02/2017;21;16;16;29;8;8;16;11;16;23;16;19;13;29
01/02/2017;22;18;15;30;8;11;14;8;20;24;14;22;12;29
01/02/2017;23;17;21;26;8;12;14;13;14;23;15;16;9;25
01/02/2017;24;15;18;32;5;9;12;9;12;21;16;13;14;26
02/02/2017;1;14;18;22;5;13;9;11;14;21;15;11;17;23
02/02/2017;2;13;14;19;11;11;10;9;10;20;12;10;15;18
02/02/2017;3;14;18;19;12;13;7;10;8;17;12;13;12;21
02/02/2017;4;14;15;17;7;11;13;10;12;16;14;15;15;20
02/02/2017;5;14;18;26;6;13;9;8;12;16;12;16;14;25
02/02/2017;6;11;15;22;10;10;5;8;8;16;10;17;12;25
02/02/2017;7;11;13;21;7;14;4;6;8;15;9;17;9;25
02/02/2017;8;10;11;21;4;14;8;10;9;15;8;15;8;24
02/02/2017;9;11;9;18;4;12;7;7;7;15;7;14;10;25
02/02/2017;10;10;9;21;n/d;11;6;5;12;13;11;12;12;17
02/02/2017;11;8;11;27;n/d;7;6;3;9;11;8;12;8;17
02/02/2017;12;9;9;n/d;n/d;6;4;2;6;10;5;14;6;20
02/02/2017;13;10;9;23;n/d;7;3;8;6;11;7;n/d;4;17
02/02/2017;14;8;8;24;6;6;6;8;13;11;7;17;7;17
02/02/2017;15;10;10;23;4;8;7;7;10;13;8;11;7;29
02/02/2017;16;10;12;22;6;12;12;5;9;13;5;10;8;23
02/02/2017;17;11;11;23;5;13;11;7;10;12;10;19;7;17
02/02/2017;18;9;12;13;10;11;5;8;11;14;8;13;7;21
02/02/2017;19;8;12;19;7;10;7;6;12;14;8;12;7;9
02/02/2017;20;7;8;12;4;8;6;3;8;12;9;11;8;15
02/02/2017;21;8;7;10;5;5;4;3;5;13;7;12;6;12
02/02/2017;22;6;6;13;7;8;5;1;5;11;8;11;4;10
02/02/2017;23;5;10;10;8;9;3;4;9;9;7;8;4;15
02/02/2017;24;5;8;9;5;5;4;6;6;8;6;7;4;10
03/02/2017;1;4;7;8;2;3;3;4;4;6;4;5;4;10
03/02/2017;2;4;10;4;2;1;1;2;5;7;3;6;3;7
03/02/2017;3;4;7;5;1;0;0;3;6;6;4;7;3;6
03/02/2017;4;4;7;5;1;0;0;5;5;5;4;6;9;8
03/02/2017;5;4;5;4;0;2;2;4;5;5;3;5;6;8
03/02/2017;6;4;6;8;4;2;0;4;3;6;3;6;5;10
03/02/2017;7;4;6;15;3;6;0;2;6;4;5;13;5;16
03/02/2017;8;4;8;11;2;7;4;4;6;6;5;9;7;17
03/02/2017;9;4;8;12;2;6;5;4;5;9;6;7;6;12
03/02/2017;10;6;10;19;6;8;4;5;4;8;7;11;6;14
03/02/2017;11;8;9;22;4;10;4;4;6;10;8;11;12;18
03/02/2017;12;8;10;22;3;9;6;6;7;10;7;12;8;16
03/02/2017;13;9;8;16;3;7;4;5;5;10;5;n/d;6;11
03/02/2017;14;8;7;10;5;4;2;n/d;5;9;7;8;5;12
03/02/2017;15;5;5;14;3;2;0;n/d;5;7;5;7;4;11
03/02/2017;16;5;4;8;n/d;4;0;n/d;5;6;3;5;4;12
03/02/2017;17;4;4;10;0;6;0;n/d;4;4;2;7;4;11
03/02/2017;18;4;13;12;2;7;0;n/d;2;5;3;4;2;14
03/02/2017;19;4;10;12;6;4;1;n/d;3;6;5;3;1;11
03/02/2017;20;3;10;11;4;3;2;5;8;8;6;4;6;6
03/02/2017;21;3;10;12;4;2;4;4;5;8;3;9;4;6
03/02/2017;22;3;8;14;2;3;4;6;3;6;5;7;4;7
03/02/2017;23;5;7;9;2;3;5;7;3;8;5;5;4;10
03/02/2017;24;3;3;19;3;2;3;4;6;7;4;5;4;12
04/02/2017;1;3;4;10;2;1;1;3;6;7;4;4;4;9
04/02/2017;2;4;5;10;1;1;1;2;2;7;4;4;4;6
04/02/2017;3;4;5;6;1;2;1;1;3;6;3;5;1;4
04/02/2017;4;3;4;5;3;3;0;3;4;6;2;7;2;6
04/02/2017;5;3;6;8;1;3;0;3;3;5;3;6;4;6
04/02/2017;6;3;7;8;1;1;0;3;4;5;5;6;3;9
04/02/2017;7;4;5;8;1;2;3;1;2;3;3;3;5;9
04/02/2017;8;2;5;6;0;3;4;0;2;2;3;3;4;7
04/02/2017;9;3;5;8;1;4;2;0;4;4;4;2;4;10
04/02/2017;10;5;6;13;0;7;1;1;5;6;4;4;3;18
04/02/2017;11;6;4;14;0;6;2;1;2;7;6;13;3;19
04/02/2017;12;8;6;15;3;7;0;2;1;8;5;20;3;9
04/02/2017;13;7;7;17;1;8;0;n/d;6;9;4;15;3;9
04/02/2017;14;3;5;14;1;6;0;n/d;5;7;6;12;2;6
04/02/2017;15;3;6;11;4;4;1;4;4;6;7;11;1;2
04/02/2017;16;3;7;15;2;4;0;6;4;4;4;15;2;3
04/02/2017;17;5;5;24;0;16;2;4;5;6;6;17;1;6
04/02/2017;18;7;11;26;0;20;6;0;6;11;6;15;3;18
04/02/2017;19;8;11;19;8;16;7;2;7;13;10;21;8;17
04/02/2017;20;9;23;18;6;12;5;5;15;14;n/d;17;12;27
04/02/2017;21;10;23;28;1;14;5;5;23;20;14;11;15;34
04/02/2017;22;11;21;25;0;12;2;4;16;25;11;16;16;27
04/02/2017;23;18;18;18;5;15;6;3;12;21;17;14;15;27
04/02/2017;24;13;11;18;4;11;5;4;12;18;11;14;13;18
05/02/2017;1;9;8;16;3;6;5;3;8;13;8;10;12;14
05/02/2017;2;7;7;8;3;4;2;4;9;9;7;9;8;11
05/02/2017;3;6;8;12;3;2;3;3;8;9;6;7;4;9
05/02/2017;4;7;8;9;3;3;2;1;5;7;4;5;5;10
05/02/2017;5;5;7;9;3;3;1;2;4;6;4;7;6;10
05/02/2017;6;4;4;8;2;2;2;5;6;7;4;6;4;10
05/02/2017;7;4;4;6;0;3;n/d;3;5;7;4;5;2;8
05/02/2017;8;5;6;12;0;3;4;3;14;6;4;6;3;9
05/02/2017;9;12;5;13;2;2;2;1;9;9;3;6;3;12
05/02/2017;10;13;5;10;2;3;1;1;6;10;4;5;3;13
05/02/2017;11;8;6;12;2;4;1;0;4;8;5;10;2;12
05/02/2017;12;4;7;12;1;7;2;0;3;7;4;7;4;11
05/02/2017;13;2;7;15;2;5;4;0;1;7;3;9;5;10
05/02/2017;14;3;8;20;3;4;5;0;2;7;4;13;3;7
05/02/2017;15;4;8;20;3;12;5;n/d;3;8;6;14;3;11
05/02/2017;16;3;7;22;2;11;5;3;3;9;6;19;6;10
05/02/2017;17;4;8;22;6;9;6;3;7;8;7;25;6;14
05/02/2017;18;5;13;31;5;11;7;4;13;12;7;21;n/d;22
05/02/2017;19;10;23;39;9;30;6;4;18;14;8;27;10;23
05/02/2017;20;12;6;25;10;120;3;5;18;15;12;27;7;11
05/02/2017;21;11;10;17;8;68;5;3;10;15;12;16;7;12
05/02/2017;22;10;10;12;6;38;5;4;10;16;11;13;6;9
05/02/2017;23;6;12;8;5;25;2;2;6;10;8;9;9;9
05/02/2017;24;7;10;6;6;6;0;4;4;9;6;5;7;9
06/02/2017;1;6;8;4;5;5;3;8;5;8;6;4;3;8
06/02/2017;2;4;5;1;8;6;4;4;4;5;4;6;2;5
06/02/2017;3;2;4;5;5;4;3;0;3;3;3;6;5;5
06/02/2017;4;4;7;5;2;2;1;0;4;4;9;6;4;7
06/02/2017;5;5;5;14;1;5;4;4;3;6;9;6;4;8
06/02/2017;6;8;5;12;6;6;7;5;9;9;7;13;5;8
06/02/2017;7;9;11;14;5;7;9;5;9;11;7;26;7;12
06/02/2017;8;11;10;15;11;9;7;11;6;12;10;15;8;10
06/02/2017;9;11;9;15;7;10;9;8;4;13;11;18;9;13
06/02/2017;10;11;6;24;11;10;7;8;15;17;10;22;9;13
06/02/2017;11;n/d;6;16;9;8;4;7;5;16;8;17;10;17
06/02/2017;12;n/d;10;n/d;10;14;3;8;6;16;12;18;13;13
06/02/2017;13;n/d;9;n/d;11;15;4;9;6;16;10;17;9;n/d
06/02/2017;14;n/d;10;42;9;10;2;8;10;15;8;15;6;n/d
06/02/2017;15;n/d;9;29;11;11;5;6;11;15;9;15;6;n/d
06/02/2017;16;n/d;11;25;8;20;6;6;8;12;9;14;8;n/d
06/02/2017;17;8;9;33;5;21;4;4;13;13;8;15;7;9
06/02/2017;18;11;14;33;10;33;5;7;12;14;7;21;7;n/d
06/02/2017;19;12;16;17;9;33;5;6;18;14;17;18;10;n/d
06/02/2017;20;12;25;17;6;23;7;9;16;15;16;15;16;n/d
06/02/2017;21;10;16;18;7;11;6;8;12;15;11;17;19;n/d
06/02/2017;22;11;16;16;7;15;4;12;16;17;15;16;14;n/d
06/02/2017;23;15;16;17;11;14;6;9;13;17;14;14;12;n/d
06/02/2017;24;13;9;14;12;16;5;8;10;17;17;13;11;n/d
07/02/2017;1;10;10;12;12;16;5;10;9;14;6;9;10;n/d
07/02/2017;2;7;10;12;10;11;7;6;12;12;6;7;8;n/d
07/02/2017;3;7;9;10;8;8;5;2;9;9;10;6;10;n/d
07/02/2017;4;8;9;10;4;6;1;3;6;6;8;8;10;n/d
07/02/2017;5;5;7;13;2;5;0;2;3;6;5;6;9;n/d
07/02/2017;6;4;6;22;2;11;0;2;2;7;5;9;5;n/d
